7069896it [05:12, 22650.58it/s]
4167 1000003810 81
4168 1000018435 81
4169 1000021518 81
4170 1000018830 81
4171 1000016789 81
4172 1000009593 81
4173 1000003424 80
4174 1000005627 80
4175 1000011644 80
4176 1000022454 80
4177 1000012124 80
4178 1000007904 80
4179 1000000470 79
4180 1000012718 79
4181 1000002117 79
4182 1000012421 79
4183 1000020810 79
4184 1000005824 79
4185 1000014463 79
4186 1000014681 79
4187 1000019166 79
4188 1000007144 79
4189 1000003570 79
4190 1000003971 79
4191 1000006530 79
4192 1000010467 78
4193 1000018901 78
4194 1000005900 78
4195 1000011030 78
4196 1000008492 78
4197 1000002153 78
4198 1000018447 78
4199 1000012845 78
4200 1000005352 78
4201 1000010655 78
4202 1000002000 78
4203 1000002268 77
4204 1000017020 77
4205 1000001515 77
4206 1000012436 77
4207 1000003608 77
4208 1000003281 77
4209 1000005430 77
4210 1000018598 77
4211 1000003242 77
4212 1000006748 77
4213 1000007744 77
4214 1000009086 77
4215 1000013713 77
4216 1000005601 77
4217 1000006772 77
4218 1000014060 76
4219 1000019478 76
4220 1000022207 76
4221 1000014920 76
4222 1000014457 76
4223 1000017468 76
4224 1000011711 76
4225 1000019388 76
4226 1000004151 76
4227 1000014724 76
4228 1000018675 76
4229 1000020433 76
4230 1000018916 75
4231 1000004469 75
4232 1000008064 75
4233 1000017422 75
4234 1000009606 75
4235 1000019964 75
4236 1000006607 75
4237 1000009938 75
4238 1000019971 75
4239 1000016510 75
4240 1000018817 75
4241 1000012955 74
4242 1000016464 74
4243 1000003657 74
4244 1000017111 74
4245 1000012217 74
4246 1000000347 74
4247 1000005564 74
4248 1000003873 74
4249 1000016202 74
4250 1000005726 74
4251 1000012461 74
4252 1000019427 74
4253 1000016684 74
4254 1000003517 74
4255 1000000497 74
4256 1000012823 73
4257 1000012249 73
4258 1000014541 73
4259 1000018622 73
4260 1000011742 73
4261 1000014581 73
4262 1000006141 73
4263 1000015115 73
4264 1000015284 73
4265 1000006972 73
4266 1000008684 73
4267 1000018407 73
4268 1000008912 73
4269 1000015387 72
4270 1000008983 72
4271 1000016992 72
4272 1000012320 72
4273 1000016641 72
4274 1000015688 72
4275 1000006974 72
4276 1000003279 72
4277 1000018085 72
4278 1000005597 72
4279 1000014782 72
4280 1000014126 72
4281 1000013262 72
4282 1000017798 72
4283 1000017330 72
4284 1000001275 72
4285 1000019502 72
4286 1000022312 71
4287 1000022452 71
4288 1000015537 71
4289 1000013906 71
4290 1000019594 71
4291 1000015904 71
4292 1000006584 71
4293 1000003726 71
4294 1000012121 71
4295 1000013782 71
4296 1000005613 70
4297 1000014863 70
4298 1000009374 70
4299 1000016353 70
4300 1000005547 70
4301 1000018326 70
4302 1000018219 70
4303 1000000730 70
4304 1000017995 70
4305 1000005728 70
4306 1000000795 70
4307 1000011594 70
4308 1000000441 70
4309 1000003363 70
4310 1000014944 70
4311 1000015900 70
4312 1000020137 70
4313 1000014159 70
4314 1000008441 69
4315 1000014826 69
4316 1000014736 69
4317 1000020648 69
4318 1000006532 69
4319 1000014499 69
4320 1000006837 69
4321 1000002985 69
4322 1000020687 69
4323 1000014459 69
4324 1000002860 69
4325 1000002727 69
4326 1000015938 69
4327 1000007914 68
4328 1000006348 68
4329 1000001531 68
4330 1000015605 68
4331 1000003707 68
4332 1000000857 68
4333 1000020823 68
4334 1000011979 68
4335 1000020113 68
4336 1000015413 68
4337 1000000721 68
4338 1000020560 68
4339 1000006576 68
4340 1000001773 68
4341 1000005410 68
4342 1000008599 68
4343 1000012230 67
4344 1000015586 67
4345 1000020713 67
4346 1000002037 67
4347 1000006054 67
4348 1000018140 67
4349 1000018095 67
4350 1000016562 67
4351 1000015042 67
4352 1000016296 67
4353 1000019278 67
4354 1000019496 67
4355 1000008993 67
4356 1000019554 67
4357 1000012853 66
4358 1000013264 66
4359 1000022427 66
4360 1000008611 66
4361 1000003434 66
4362 1000005544 66
4363 1000012915 66
4364 1000022307 66
4365 1000004406 66
4366 1000010859 66
4367 1000016377 66
4368 1000006173 66
4369 1000006774 65
4370 1000011963 65
4371 1000000524 65
4372 1000017612 65
4373 1000006439 65
4374 1000020562 65
4375 1000010617 65
4376 1000012663 65
4377 1000005906 65
4378 1000022407 65
4379 1000001637 65
4380 1000006239 64
4381 1000009281 64
4382 1000003877 64
4383 1000018620 64
4384 1000011582 64
4385 1000011704 64
4386 1000011977 64
4387 1000000379 64
4388 1000021547 64
4389 1000012569 63
4390 1000019770 63
4391 1000005648 63
4392 1000008092 63
4393 1000001731 63
4394 1000022191 63
4395 1000013744 63
4396 1000013634 63
4397 1000019437 63
4398 1000018848 63
4399 1000006578 63
4400 1000018667 62
4401 1000002468 62
4402 1000013976 62
4403 1000016180 62
4404 1000017414 62
4405 1000000302 62
4406 1000005698 62
4407 1000019560 62
4408 1000015742 62
4409 1000014117 62
4410 1000019041 62
4411 1000017474 62
4412 1000018116 62
4413 1000005750 62
4414 1000017681 62
4415 1000013089 61
4416 1000016902 61
4417 1000019565 61
4418 1000002352 61
4419 1000006553 61
4420 1000007439 61
4421 1000001991 61
4422 1000009970 61
4423 1000014790 61
4424 1000003837 61
4425 1000016849 61
4426 1000014796 61
4427 1000006561 61
4428 1000002580 61
4429 1000012081 61
4430 1000013314 61
4431 1000019480 61
4432 1000018756 61
4433 1000012430 61
4434 1000006800 61
4435 1000015344 61
4436 1000015724 61
4437 1000015892 61
4438 1000013860 60
4439 1000011631 60
4440 1000020111 60
4441 1000012661 60
4442 1000003454 60
4443 1000017334 60
4444 1000002433 60
4445 1000019620 60
4446 1000012022 60
4447 1000016726 60
4448 1000011945 60
4449 1000018538 59
4450 1000014839 59
4451 1000001172 59
4452 1000001767 59
4453 1000015692 59
4454 1000011588 59
4455 1000010141 59
4456 1000014732 59
4457 1000000863 59
4458 1000007257 59
4459 1000003849 59
4460 1000016155 59
4461 1000008058 59
4462 1000019415 59
4463 1000012548 59
4464 1000017344 59
4465 1000019037 59
4466 1000020751 59
4467 1000019616 58
4468 1000010780 58
4469 1000021808 58
4470 1000017665 58
4471 1000007918 58
4472 1000016454 58
4473 1000019384 58
4474 1000006143 58
4475 1000013353 58
4476 1000019548 58
4477 1000011445 58
4478 1000019332 58
4479 1000010003 58
4480 1000018956 58
4481 1000013470 57
4482 1000003711 57
4483 1000011756 57
4484 1000018144 57
4485 1000015248 57
4486 1000016847 57
4487 1000003019 57
4488 1000015572 57
4489 1000020157 57
4490 1000016240 57
4491 1000004217 57
4492 1000002395 57
4493 1000012162 57
4494 1000019464 57
4495 1000016432 57
4496 1000017804 56
4497 1000009642 56
4498 1000020357 56
4499 1000017212 56
4500 1000009936 56
4501 1000017717 56
4502 1000012037 56
4503 1000011483 56
4504 1000018209 56
4505 1000012953 56
4506 1000022197 56
4507 1000008221 56
4508 1000008816 56
4509 1000009628 56
4510 1000019333 56
4511 1000014497 56
4512 1000008836 55
4513 1000022311 55
4514 1000009918 55
4515 1000008834 55
4516 1000013679 55
4517 1000007063 55
4518 1000010842 55
4519 1000003835 55
4520 1000019158 55
4521 1000004471 55
4522 1000011961 55
4523 1000012645 54
4524 1000018949 54
4525 1000015076 54
4526 1000006742 54
4527 1000019049 54
4528 1000020800 54
4529 1000017999 54
4530 1000002802 54
4531 1000002125 54
4532 1000002035 54
4533 1000019435 54
4534 1000015490 53
4535 1000006388 53
4536 1000015301 53
4537 1000019979 53
4538 1000003885 53
4539 1000006185 53
4540 1000002103 53
4541 1000011686 53
4542 1000019172 53
4543 1000000387 53
4544 1000016426 53
4545 1000015914 53
4546 1000010214 53
4547 1000008153 53
4548 1000009118 53
4549 1000020125 53
4550 1000016591 53
4551 1000013171 53
4552 1000014954 53
4553 1000012086 53
4554 1000016980 52
4555 1000012537 52
4556 1000006736 52
4557 1000012785 52
4558 1000017597 52
4559 1000017567 52
4560 1000020769 52
4561 1000003528 52
4562 1000022419 52
4563 1000022495 52
4564 1000013249 52
4565 1000017097 52
4566 1000018138 52
4567 1000006524 51
4568 1000015428 51
4569 1000006149 51
4570 1000008060 51
4571 1000014776 51
4572 1000009602 51
4573 1000018940 51
4574 1000002862 51
4575 1000016248 51
4576 1000010930 51
4577 1000018812 51
4578 1000007324 50
4579 1000010579 50
4580 1000022387 50
4581 1000013826 50
4582 1000005980 50
4583 1000000751 50
4584 1000015168 50
4585 1000018197 50
4586 1000013711 50
4587 1000006489 50
4588 1000002155 50
4589 1000011411 50
4590 1000019239 50
4591 1000018128 50
4592 1000008577 50
4593 1000008678 50
4594 1000000464 50
4595 1000013709 50
4596 1000006898 50
4597 1000006796 50
4598 1000007750 49
4599 1000016444 49
4600 1000014800 49
4601 1000002713 49
4602 1000003666 49
4603 1000019079 49
4604 1000011014 49
4605 1000013243 49
4606 1000019174 49
4607 1000010816 49
4608 1000017199 49
4609 1000006247 49
4610 1000015611 49
4611 1000016904 49
4612 1000011719 49
4613 1000011485 49
4614 1000013412 48
4615 1000003863 48
4616 1000012379 48
4617 1000012330 48
4618 1000006813 48
4619 1000013331 48
4620 1000019419 48
4621 1000012533 48
4622 1000020239 48
4623 1000004446 48
4624 1000007598 48
4625 1000018661 48
4626 1000019409 48
4627 1000011913 48
4628 1000010657 48
4629 1000011738 48
4630 1000007566 47
4631 1000016151 47
4632 1000007422 47
4633 1000016605 47
4634 1000009126 47
4635 1000012963 47
4636 1000016397 47
4637 1000016769 47
4638 1000001299 47
4639 1000016480 47
4640 1000012738 47
4641 1000002401 47
4642 1000014964 47
4643 1000015016 47
4644 1000018239 47
4645 1000003703 47
4646 1000015262 47
4647 1000018132 47
4648 1000002415 47
4649 1000005918 46
4650 1000005998 46
4651 1000006473 46
4652 1000017619 46
4653 1000017482 46
4654 1000017677 46
4655 1000005690 46
4656 1000017565 46
4657 1000011675 46
4658 1000014978 46
4659 1000000306 46
4660 1000012253 46
4661 1000017328 46
4662 1000003867 46
4663 1000019623 46
4664 1000013228 46
4665 1000007859 45
4666 1000007594 45
4667 1000013251 45
4668 1000009889 45
4669 1000020452 45
4670 1000015286 45
4671 1000008601 45
4672 1000004440 45
4673 1000008556 45
4674 1000020731 45
4675 1000005302 45
4676 1000015236 45
4677 1000005576 45
4678 1000003691 45
4679 1000014441 45
4680 1000008971 45
4681 1000016244 45
4682 1000006599 45
4683 1000016170 45
4684 1000017553 45
4685 1000005639 45
4686 1000003441 45
4687 1000003538 45
4688 1000020249 45
4689 1000013631 45
4690 1000000732 45
4691 1000004000 44
4692 1000011896 44
4693 1000016518 44
4694 1000015857 44
4695 1000018027 44
4696 1000011586 44
4697 1000015222 44
4698 1000019476 44
4699 1000000287 44
4700 1000017545 44
4701 1000005676 44
4702 1000020816 44
4703 1000006617 44
4704 1000019296 44
4705 1000020777 44
4706 1000015099 43
4707 1000012524 43
4708 1000007762 43
4709 1000018590 43
4710 1000015916 43
4711 1000007291 43
4712 1000002010 43
4713 1000016412 43
4714 1000016440 43
4715 1000004375 43
4716 1000014495 43
4717 1000003735 43
4718 1000018993 43
4719 1000022487 43
4720 1000015391 43
4721 1000019975 43
4722 1000018529 43
4723 1000012793 43
4724 1000008607 42
4725 1000014520 42
4726 1000017456 42
4727 1000011877 42
4728 1000017430 42
4729 1000016922 42
4730 1000013532 42
4731 1000008914 42
4732 1000012176 42
4733 1000018665 42
4734 1000013105 42
4735 1000015580 42
4736 1000013803 42
4737 1000018097 42
4738 1000007857 42
4739 1000013152 42
4740 1000005452 42
4741 1000011889 42
4742 1000022303 42
4743 1000015902 41
4744 1000013462 41
4745 1000017563 41
4746 1000022516 41
4747 1000004234 41
4748 1000003519 41
4749 1000004212 41
4750 1000012306 41
4751 1000012606 41
4752 1000016216 41
4753 1000017609 41
4754 1000016791 41
4755 1000012318 41
4756 1000013487 41
4757 1000006780 41
4758 1000016232 40
4759 1000000271 40
4760 1000020462 40
4761 1000014449 40
4762 1000017573 40
4763 1000006423 40
4764 1000014615 40
4765 1000017416 40
4766 1000002291 40
4767 1000018105 40
4768 1000020789 40
4769 1000000846 40
4770 1000006734 40
4771 1000004263 40
4772 1000008395 40
4773 1000006425 40
4774 1000013868 40
4775 1000007393 40
4776 1000010139 40
4777 1000007984 40
4778 1000006913 40
4779 1000013343 40
4780 1000005664 40
4781 1000000443 40
4782 1000012863 40
4783 1000007602 40
4784 1000012776 39
4785 1000012837 39
4786 1000014992 39
4787 1000018877 39
4788 1000017820 39
4789 1000006034 39
4790 1000017366 39
4791 1000017689 39
4792 1000016452 39
4793 1000005549 39
4794 1000016617 39
4795 1000017454 39
4796 1000012929 39
4797 1000016716 39
4798 1000005387 39
4799 1000011740 39
4800 1000007308 39
4801 1000016071 39
4802 1000005374 39
4803 1000012308 39
4804 1000000245 39
4805 1000004279 39
4806 1000007766 39
4807 1000010455 38
4808 1000012608 38
4809 1000018221 38
4810 1000013163 38
4811 1000012589 38
4812 1000009581 38
4813 1000017513 38
4814 1000002159 38
4815 1000011580 38
4816 1000008066 38
4817 1000011872 38
4818 1000015512 38
4819 1000011919 38
4820 1000007786 38
4821 1000016157 38
4822 1000007221 38
4823 1000014822 38
4824 1000020504 38
4825 1000002127 38
4826 1000011375 38
4827 1000014909 37
4828 1000011904 37
4829 1000016280 37
4830 1000000968 37
4831 1000012768 37
4832 1000017667 37
4833 1000015234 37
4834 1000011688 37
4835 1000002146 37
4836 1000014337 37
4837 1000000618 37
4838 1000014069 37
4839 1000000683 37
4840 1000002012 37
4841 1000019883 37
4842 1000016530 37
4843 1000003524 37
4844 1000011665 37
4845 1000011855 37
4846 1000017779 37
4847 1000015276 37
4848 1000004458 37
4849 1000015123 36
4850 1000017458 36
4851 1000004377 36
4852 1000003737 36
4853 1000004232 36
4854 1000013752 36
4855 1000019484 36
4856 1000017464 36
4857 1000020167 36
4858 1000019466 36
4859 1000018070 36
4860 1000016284 36
4861 1000005515 36
4862 1000016418 36
4863 1000006431 36
4864 1000017460 36
4865 1000005652 36
4866 1000006718 36
4867 1000013351 36
4868 1000019188 36
4869 1000012060 36
4870 1000020263 36
4871 1000019840 36
4872 1000015186 36
4873 1000008900 36
4874 1000017713 36
4875 1000008894 36
4876 1000007582 35
4877 1000013874 35
4878 1000015260 35
4879 1000014557 35
4880 1000005460 35
4881 1000018891 35
4882 1000017410 35
4883 1000001513 35
4884 1000016246 35
4885 1000007387 35
4886 1000004248 35
4887 1000013337 35
4888 1000000239 35
4889 1000013801 35
4890 1000013565 35
4891 1000014765 35
4892 1000002382 35
4893 1000019679 35
4894 1000011831 35
4895 1000022433 35
4896 1000007249 35
4897 1000012219 34
4898 1000016595 34
4899 1000008597 34
4900 1000001417 34
4901 1000013398 34
4902 1000011984 34
4903 1000001303 34
4904 1000020468 34
4905 1000012839 34
4906 1000016664 34
4907 1000013165 34
4908 1000005348 34
4909 1000000439 34
4910 1000013297 34
4911 1000006404 34
4912 1000022378 34
4913 1000018748 34
4914 1000014484 34
4915 1000018074 34
4916 1000007576 34
4917 1000007835 33
4918 1000008676 33
4919 1000016334 33
4920 1000006350 33
4921 1000008998 33
4922 1000013653 33
4923 1000004386 33
4924 1000000702 33
4925 1000011696 33
4926 1000022305 33
4927 1000001564 33
4928 1000009285 33
4929 1000016356 33
4930 1000006958 33
4931 1000018364 33
4932 1000011519 33
4933 1000021464 33
4934 1000010768 33
4935 1000007824 33
4936 1000009092 33
4937 1000020337 33
4938 1000010603 33
4939 1000016428 32
4940 1000013591 32
4941 1000012186 32
4942 1000017591 32
4943 1000017785 32
4944 1000006829 32
4945 1000007924 32
4946 1000017488 32
4947 1000015607 32
4948 1000016528 32
4949 1000016091 32
4950 1000012700 32
4951 1000010891 32
4952 1000011702 32
4953 1000015635 32
4954 1000015093 32
4955 1000011879 31
4956 1000014657 31
4957 1000018767 31
4958 1000000476 31
4959 1000012052 31
4960 1000012170 31
4961 1000008543 31
4962 1000017476 31
4963 1000013421 31
4964 1000010739 31
4965 1000001446 31
4966 1000012047 31
4967 1000008999 31
4968 1000013476 31
4969 1000020295 31
4970 1000002129 31
4971 1000013306 31
4972 1000001132 31
4973 1000014606 31
4974 1000018066 31
4975 1000015609 31
4976 1000014857 31
4977 1000017617 31
4978 1000001412 30
4979 1000019546 30
4980 1000017462 30
4981 1000018332 30
4982 1000014662 30
4983 1000017402 30
4984 1000013912 30
4985 1000021794 30
4986 1000019189 30
4987 1000007399 30
4988 1000013167 30
4989 1000012041 29
4990 1000001503 29
4991 1000015103 29
4992 1000002711 29
4993 1000001716 29
4994 1000015421 29
4995 1000017515 29
4996 1000017517 29
4997 1000001423 29
4998 1000013499 29
4999 1000007255 29
5000 1000013142 29
5001 1000010893 29
5002 1000011481 29
5003 1000005393 29
5004 1000017173 29
5005 1000009999 29
5006 1000019608 29
5007 1000018495 29
5008 1000019214 28
5009 1000017438 28
5010 1000017846 28
5011 1000012119 28
5012 1000006968 28
5013 1000011942 28
5014 1000015432 28
5015 1000013423 28
5016 1000016214 28
5017 1000018162 28
5018 1000012669 28
5019 1000007342 28
5020 1000019643 28
5021 1000015348 28
5022 1000015288 28
5023 1000000864 28
5024 1000015083 28
5025 1000012657 28
5026 1000015238 28
5027 1000007168 28
5028 1000018425 27
5029 1000005852 27
5030 1000001505 27
5031 1000004432 27
5032 1000022469 27
5033 1000017002 27
5034 1000017991 27
5035 1000008051 27
5036 1000021450 27
5037 1000003582 27
5038 1000016680 27
5039 1000009612 27
5040 1000010428 27
5041 1000016613 27
5042 1000018922 27
5043 1000008822 27
5044 1000001361 27
5045 1000012277 27
5046 1000012324 27
5047 1000015865 27
5048 1000012139 26
5049 1000013866 26
5050 1000017392 26
5051 1000017880 26
5052 1000016097 26
5053 1000007890 26
5054 1000014467 26
5055 1000012074 26
5056 1000018421 26
5057 1000020456 26
5058 1000012529 26
5059 1000020383 26
5060 1000005364 26
5061 1000005533 26
5062 1000016988 26
5063 1000019113 26
5064 1000017721 26
5065 1000005354 26
5066 1000011971 25
5067 1000015894 25
5068 1000014524 25
5069 1000001415 25
5070 1000012927 25
5071 1000012515 25
5072 1000015204 25
5073 1000007367 25
5074 1000005710 25
5075 1000018013 25
5076 1000017629 25
5077 1000013320 25
5078 1000014879 25
5079 1000017989 25
5080 1000015046 25
5081 1000016478 24
5082 1000014778 24
5083 1000011744 24
5084 1000019563 24
5085 1000002279 24
5086 1000005475 24
5087 1000007760 24
5088 1000019355 24
5089 1000017018 24
5090 1000016385 24
5091 1000012579 24
5092 1000011853 24
5093 1000008885 24
5094 1000002399 24
5095 1000008910 24
5096 1000017010 24
5097 1000008908 24
5098 1000010679 23
5099 1000017955 23
5100 1000016763 23
5101 1000013597 23
5102 1000018914 23
5103 1000012468 23
5104 1000021802 23
5105 1000016965 23
5106 1000008573 23
5107 1000019100 23
5108 1000012045 23
5109 1000011973 23
5110 1000017569 23
5111 1000017511 23
5112 1000001176 23
5113 1000017312 23
5114 1000012622 23
5115 1000013410 23
5116 1000001388 23
5117 1000003589 23
5118 1000018932 23
5119 1000011638 23
5120 1000017404 22
5121 1000013649 22
5122 1000022321 22
5123 1000015771 22
5124 1000017143 22
5125 1000014505 22
5126 1000001429 22
5127 1000002338 22
5128 1000006012 22
5129 1000006671 22
5130 1000014507 22
5131 1000020570 22
5132 1000015282 22
5133 1000017348 22
5134 1000017733 22
5135 1000017491 21
5136 1000020117 21
5137 1000007596 21
5138 1000002057 21
5139 1000007558 21
5140 1000011760 21
5141 1000011953 21
5142 1000011930 21
5143 1000005645 21
5144 1000017350 21
5145 1000019698 21
5146 1000011605 21
5147 1000006937 21
5148 1000006574 21
5149 1000019259 21
5150 1000007578 20
5151 1000006243 20
5152 1000012017 20
5153 1000020761 20
5154 1000017360 20
5155 1000011798 20
5156 1000007920 20
5157 1000017069 20
5158 1000011717 20
5159 1000012201 20
5160 1000004448 20
5161 1000012875 20
5162 1000002397 20
5163 1000018899 20
5164 1000012364 20
5165 1000018550 20
5166 1000004428 20
5167 1000015252 20
5168 1000017346 20
5169 1000011022 20
5170 1000013587 20
5171 1000006032 19
5172 1000002470 19
5173 1000017374 19
5174 1000017759 19
5175 1000017266 19
5176 1000003651 19
5177 1000004173 19
5178 1000000636 19
5179 1000022325 19
5180 1000006528 19
5181 1000016316 19
5182 1000011926 19
5183 1000020488 18
5184 1000022229 18
5185 1000017868 18
5186 1000020783 18
5187 1000010438 18
5188 1000012581 18
5189 1000019220 18
5190 1000000546 18
5191 1000012531 18
5192 1000017322 18
5193 1000016389 18
5194 1000019804 18
5195 1000000893 18
5196 1000016176 18
5197 1000022497 18
5198 1000001546 17
5199 1000014871 17
5200 1000006038 17
5201 1000012287 17
5202 1000020667 17
5203 1000013964 17
5204 1000018441 17
5205 1000012168 17
5206 1000020703 16
5207 1000012259 16
5208 1000011505 16
5209 1000012732 16
5210 1000000522 16
5211 1000014885 16
5212 1000012573 16
5213 1000019225 16
5214 1000021814 16
5215 1000003330 16
5216 1000011993 15
5217 1000018021 15
5218 1000000896 15
5219 1000005432 15
5220 1000018072 15
5221 1000012032 15
5222 1000018120 15
5223 1000017631 15
5224 1000009244 15
5225 1000008545 15
5226 1000005342 15
5227 1000020847 14
5228 1000017316 14
5229 1000006704 14
5230 1000017493 14
5231 1000015174 14
5232 1000014240 14
5233 1000022465 14
5234 1000008633 14
5235 1000016611 13
5236 1000016566 13
5237 1000017559 13
5238 1000006249 13
5239 1000020727 13
5240 1000015254 13
5241 1000008617 13
5242 1000013245 12
5243 1000020472 12
5244 1000017022 12
5245 1000006036 12
5246 1000001431 12
5247 1000011967 12
5248 1000012571 12
5249 1000020093 11
5250 1000002838 11
5251 1000020275 11
5252 1000020153 11
5253 1000001533 11
5254 1000012192 11
5255 1000019423 10
5256 1000022512 10
5257 1000011706 9
5258 1000002175 8
5259 1000017555 8
5260 1000017777 8
5261 1000012694 8
5262 1000007570 6
5263 1000011736 6
5264 1000012871 5
5265 1000020273 4
5266 1000013419 4
5267 1000011955 3
5268 1000017133 1
total image count: 12371293
unique image count: 7772910
label conflict count: 114209
refined image count: 7658701
